Date,Day_of_Week,Is_Weekend,Year,Month,MonthName,Web_TotalUsers,Web_Sessions,Web_PageViews,Web_EngagedSessions,Web_NewUsers,Web_ReturningUsers,Web_EngagementRate,Web_BounceRate,Acq_New_users,Acq_Returning_users,Acq_Total_users,Acq_Sessions,Acq_Engagement_rate,Acq_Bounce_rate,Device_desktop,Device_mobile,Device_tablet,OS_Windows,OS_iOS,OS_Android,OS_Macintosh,OS_Linux,Browser_Chrome,Browser_Safari,Browser_Edge,Browser_Firefox,PT_Impressions,PT_Pin clicks,PT_Engaged audience,PT_Outbound clicks,PT_Saves,PT_Engagement rate,PT_Pin click rate,PT_Outbound click rate,PT_Save rate,PT_Total audience,PT_Engagement,Fa_reach,Fa_views,Fa_likes,Fa_total_engagement,In_reach,In_views,In_likes,In_total_engagement,Total_Device_Usage,Dominant_Device,Mobile_Percentage,Total_Social_Reach,Total_Social_Views,Total_Social_Engagement,Website_Activity_Level,PT_Level,Social_to_Web_Ratio,Digital_Footprint_Score,Web_TotalUsers_7day_avg,Total_Social_Engagement_7day_avg,PT_Engagement_7day_avg,Instagram_Posting_Time,Instagram_Posting_Hour,Instagram_Post_Count,Facebook_Posting_Time,Facebook_Posting_Hour,Facebook_Post_Count,Total_Posts_Today,Instagram_Peak_Time_Match,Facebook_Peak_Time_Match,Date_DMY
08/12/2024,Sunday,1,2024,12,December,18,18,27,9,18,0,0.5,0.5,6,0,6,6,0.5,0.5,3,3,0,1,1,2,1,1,4,1,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,desktop,50,0,27,1,Medium,,0.666666667,20.7,24.14285714,9.270238095,0.142857143,,,0,,,0,0,FALSE,FALSE,08/12/2024
09/12/2024,Monday,0,2024,12,December,21,21,24,9,21,0,0.428571429,0.571428571,7,0,7,7,0.428571429,0.571428571,4,3,0,3,1,2,1,0,5,1,0,0,11,1,1,0,0,0.090909091,0.090909091,0,0,9,1,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,24,1.948051948,Medium,Low,0.875,23.4,24.57142857,9.310435993,0.285714286,,,0,,,0,0,FALSE,FALSE,09/12/2024
10/12/2024,Tuesday,0,2024,12,December,12,12,24,9,12,0,0.75,0.25,4,0,4,4,0.75,0.25,1,3,0,1,1,2,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,mobile,75,0,24,1.5,Medium,,0.5,14.4,20.57142857,9.324721707,0.285714286,,,0,,,0,0,FALSE,FALSE,10/12/2024
11/12/2024,Wednesday,0,2024,12,December,52,52,108,40,52,0,0.769230769,0.230769231,13,0,13,13,0.769230769,0.230769231,7,6,0,4,2,4,2,1,9,2,1,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,desktop,46.15384615,0,108,1.538461538,High,,0.481481482,62.8,22.85714286,9.37783526,0.285714286,,,0,,,0,0,FALSE,FALSE,11/12/2024
12/12/2024,Thursday,0,2024,12,December,18,18,24,15,12,6,0.833333333,0.166666667,4,2,6,6,0.833333333,0.166666667,2,4,0,1,1,3,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,mobile,66.66666667,0,24,1.666666667,Medium,,0.75,20.4,22.85714286,9.425454308,0.285714286,,,0,,,0,0,FALSE,FALSE,12/12/2024
13/12/2024,Friday,0,2024,12,December,10,12,30,8,10,2,0.666666667,0.333333333,5,1,5,6,0.666666667,0.333333333,4,2,0,4,0,2,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,desktop,33.33333333,0,30,1.333333333,Low,,0.333333333,13,22.57142857,9.31235907,0.142857143,,,0,,,0,0,FALSE,FALSE,13/12/2024
14/12/2024,Saturday,1,2024,12,December,40,44,80,28,36,4,0.636363636,0.363636364,9,1,10,11,0.636363636,0.363636364,7,4,0,6,1,3,0,1,8,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,desktop,36.36363636,0,80,1.272727273,High,,0.5,48,24.42857143,1.465605823,0.142857143,,,0,,,0,0,FALSE,FALSE,14/12/2024
15/12/2024,Sunday,1,2024,12,December,9,12,12,3,6,0,0.25,0.75,2,0,3,4,0.25,0.75,0,4,0,0,1,3,0,0,2,1,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,mobile,100,0,12,0.5,Low,,0.75,10.2,23.14285714,1.394177251,0.142857143,,,0,,,0,0,FALSE,FALSE,15/12/2024
16/12/2024,Monday,0,2024,12,December,24,27,45,15,15,6,0.555555556,0.444444444,5,2,8,9,0.555555556,0.444444444,4,4,1,1,1,4,3,0,6,1,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,desktop,44.44444444,0,45,1.111111111,Medium,,0.533333333,28.5,23.57142857,1.274614275,0,,,0,,,0,0,FALSE,FALSE,16/12/2024
17/12/2024,Tuesday,0,2024,12,December,21,21,24,6,21,0,0.285714286,0.714285714,7,0,7,7,0.285714286,0.714285714,4,3,0,4,1,2,0,0,4,1,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,24,0.571428571,Medium,,0.875,23.4,24.85714286,1.141961213,0,,,0,,,0,0,FALSE,FALSE,17/12/2024
18/12/2024,Wednesday,0,2024,12,December,16,16,16,2,16,0,0.125,0.875,8,0,8,8,0.125,0.875,7,1,0,2,1,0,5,0,7,1,0,0,8,2,2,0,2,0.5,0.25,0,0.25,7,4,0,0,0,0,0,0,0,0,8,desktop,12.5,0,16,4.75,Medium,Low,1,17.6,19.71428571,1.600752422,0.571428571,,,0,,,0,0,FALSE,FALSE,18/12/2024
19/12/2024,Thursday,0,2024,12,December,18,21,27,6,18,3,0.285714286,0.714285714,6,1,6,7,0.285714286,0.714285714,3,4,0,3,3,1,0,0,3,3,0,0,38,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,mobile,57.14285714,0,27,0.571428571,Medium,,0.666666667,20.7,19.71428571,1.444289837,0.571428571,,,0,,,0,0,FALSE,FALSE,19/12/2024
20/12/2024,Friday,0,2024,12,December,15,15,21,9,15,0,0.6,0.4,5,0,5,5,0.6,0.4,1,4,0,0,3,1,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,mobile,80,0,21,1.2,Medium,,0.714285714,17.1,20.42857143,1.425242218,0.571428571,,,0,,,0,0,FALSE,FALSE,20/12/2024
21/12/2024,Saturday,1,2024,12,December,36,36,36,3,36,0,0.083333333,0.916666667,12,0,12,12,0.083333333,0.916666667,10,2,0,2,1,1,8,0,10,1,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,desktop,16.66666667,0,36,0.166666667,High,,1,39.6,19.85714286,1.26723356,0.571428571,,,0,,,0,0,FALSE,FALSE,21/12/2024
22/12/2024,Sunday,1,2024,12,December,28,28,32,2,28,0,0.071428571,0.928571429,14,0,14,14,0.071428571,0.928571429,13,1,0,12,0,1,1,0,13,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,desktop,7.142857143,0,32,0.142857143,Medium,,0.875,31.2,22.57142857,1.216213152,0.571428571,,,0,,,0,0,FALSE,FALSE,22/12/2024
23/12/2024,Monday,0,2024,12,December,10,10,24,8,10,0,0.8,0.2,5,0,5,5,0.8,0.2,1,4,0,1,1,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,mobile,80,0,24,1.6,Low,,0.416666667,12.4,20.57142857,1.286054422,0.571428571,,,0,,,0,0,FALSE,FALSE,23/12/2024
24/12/2024,Tuesday,0,2024,12,December,9,9,15,6,9,0,0.666666667,0.333333333,3,0,3,3,0.666666667,0.333333333,1,2,0,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,15,1.333333333,Low,,0.6,10.5,18.85714286,1.394897959,0.571428571,,,0,,,0,0,FALSE,FALSE,24/12/2024
25/12/2024,Wednesday,0,2024,12,December,8,8,16,6,8,0,0.75,0.25,4,0,4,4,0.75,0.25,2,2,0,1,0,2,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,desktop,50,0,16,1.5,Low,,0.5,9.6,17.71428571,0.930612245,0,,,0,,,0,0,FALSE,FALSE,25/12/2024
26/12/2024,Thursday,0,2024,12,December,12,12,21,9,12,0,0.75,0.25,4,0,4,4,0.75,0.25,1,3,0,1,2,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,mobile,75,0,21,1.5,Medium,,0.571428571,14.1,16.85714286,1.063265306,0,,,0,,,0,0,FALSE,FALSE,26/12/2024
27/12/2024,Friday,0,2024,12,December,12,15,15,9,12,3,0.6,0.4,4,1,4,5,0.6,0.4,3,2,0,0,0,2,3,0,1,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,desktop,40,0,15,1.2,Medium,,0.8,13.5,16.42857143,1.063265306,0,,,0,,,0,0,FALSE,FALSE,27/12/2024
28/12/2024,Saturday,1,2024,12,December,21,21,33,15,18,3,0.714285714,0.285714286,6,1,7,7,0.714285714,0.285714286,4,3,0,2,1,2,0,2,5,1,0,0,12,1,1,0,1,0.166666667,0.083333333,0,0.083333333,9,2,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,33,3.595238095,Medium,Low,0.636363636,24.3,14.28571429,1.553061224,0.285714286,,,0,,,0,0,FALSE,FALSE,28/12/2024
29/12/2024,Sunday,1,2024,12,December,8,8,10,6,8,0,0.75,0.25,4,0,4,4,0.75,0.25,1,3,0,0,2,1,1,0,2,2,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,mobile,75,0,10,1.5,Low,,0.8,9,11.42857143,1.746938776,0.285714286,,,0,,,0,0,FALSE,FALSE,29/12/2024
30/12/2024,Monday,0,2024,12,December,21,24,39,12,21,3,0.5,0.5,7,1,7,8,0.5,0.5,5,3,0,3,1,2,1,1,5,2,0,0,10,0,1,0,1,0.1,0,0,0.1,9,1,0,0,0,0,0,0,0,0,8,desktop,37.5,0,39,2.1,Medium,Low,0.538461539,24.9,13,1.818367347,0.428571429,,,0,,,0,0,FALSE,FALSE,30/12/2024
31/12/2024,Tuesday,0,2024,12,December,8,8,14,8,8,0,1,0,4,0,4,4,1,0,2,2,0,1,1,1,0,1,3,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,desktop,50,0,14,2,Low,,0.571428571,9.4,12.85714286,1.913605442,0.428571429,,,0,,,0,0,FALSE,FALSE,31/12/2024
01/01/2025,Wednesday,0,2025,1,January,12,12,28,10,12,0,0.833333333,0.166666667,6,0,6,6,0.833333333,0.166666667,2,4,0,0,2,2,1,1,5,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,mobile,66.66666667,0,28,1.666666667,Medium,,0.428571429,14.8,13.42857143,1.937414966,0.428571429,,,0,,,0,0,FALSE,FALSE,01/01/2025
02/01/2025,Thursday,0,2025,1,January,18,18,27,12,15,3,0.666666667,0.333333333,5,1,6,6,0.666666667,0.333333333,3,3,0,0,1,2,3,0,4,1,0,0,14,2,2,1,1,0.285714286,0.142857143,0.071428571,0.071428571,8,4,0,0,0,0,0,0,0,0,6,desktop,50,0,27,5.619047619,Medium,Low,0.666666667,20.7,14.28571429,2.52585034,1,,,0,,,0,0,FALSE,FALSE,02/01/2025
03/01/2025,Friday,0,2025,1,January,600,45,16985,25,620,0,0.555555556,0.444444444,124,0,120,9,0.555555556,0.444444444,2,7,0,0,3,4,1,1,5,3,0,0,17,1,1,0,0,0.058823529,0.058823529,0,0,8,1,0,0,0,0,0,0,0,0,9,mobile,77.77777778,0,16985,2.169934641,Very High,Low,0.035325287,2298.5,98.28571429,2.664412432,1.142857143,,,0,,,0,0,FALSE,FALSE,03/01/2025
04/01/2025,Saturday,1,2025,1,January,740,25,21650,10,730,5,0.4,0.6,146,1,148,5,0.4,0.6,1,4,0,0,3,1,1,0,2,2,0,0,14,1,1,0,0,0.071428571,0.071428571,0,0,13,1,0,0,0,0,0,0,0,0,5,mobile,80,0,21650,1.871428571,Very High,Low,0.034180139,2905,201,2.418153928,1,,,0,,,0,0,FALSE,FALSE,04/01/2025
05/01/2025,Sunday,1,2025,1,January,39,42,105,36,33,6,0.857142857,0.142857143,11,2,13,14,0.857142857,0.142857143,7,7,0,4,2,5,3,0,10,3,0,0,9,1,1,0,0,0.111111111,0.111111111,0,0,7,1,0,0,0,0,0,0,0,0,14,desktop,50,0,105,2.825396825,High,Low,0.371428571,49.5,205.4285714,2.607496332,1.142857143,,,0,,,0,0,FALSE,FALSE,05/01/2025
06/01/2025,Monday,0,2025,1,January,8,8,16,8,8,0,1,0,4,0,4,4,1,0,2,2,0,2,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,desktop,50,0,16,2,Low,,0.5,9.6,203.5714286,2.593210618,1,,,0,,,0,0,FALSE,FALSE,06/01/2025
07/01/2025,Tuesday,0,2025,1,January,24,28,68,18,20,6,0.642857143,0.357142857,10,3,12,14,0.642857143,0.357142857,9,5,0,7,3,2,1,1,12,2,0,0,10,1,1,0,0,0.1,0.1,0,0,9,1,0,0,0,0,0,0,0,0,14,desktop,35.71428571,0,68,2.385714286,Medium,Low,0.352941177,30.8,205.8571429,2.648312658,1.142857143,,,0,,,0,0,FALSE,FALSE,07/01/2025
08/01/2025,Wednesday,0,2025,1,January,30,30,66,24,24,6,0.8,0.2,8,2,10,10,0.8,0.2,5,5,0,1,3,2,4,0,6,3,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,desktop,50,0,66,1.6,Medium,,0.454545455,36.6,208.4285714,2.638788849,1.142857143,,,0,,,0,0,FALSE,FALSE,08/01/2025
09/01/2025,Thursday,0,2025,1,January,27,27,51,21,27,0,0.777777778,0.222222222,9,0,9,9,0.777777778,0.222222222,4,4,1,0,1,4,2,2,6,2,0,0,21,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,desktop,44.44444444,0,51,1.555555556,Medium,,0.529411765,32.1,209.7142857,2.058289983,0.571428571,,,0,,,0,0,FALSE,FALSE,09/01/2025
10/01/2025,Friday,0,2025,1,January,10,10,10,4,8,0,0.4,0.6,4,0,5,5,0.4,0.6,1,4,0,0,1,3,1,0,4,0,0,0,20,1,1,0,0,0.05,0.05,0,0,17,1,0,0,0,0,0,0,0,0,5,mobile,80,0,10,1.85,Low,Low,1,11,125.4285714,2.012585034,0.571428571,,,0,,,0,0,FALSE,FALSE,10/01/2025
11/01/2025,Saturday,1,2025,1,January,14,14,16,6,12,0,0.428571429,0.571428571,6,0,7,7,0.428571429,0.571428571,4,2,1,4,3,0,0,0,6,1,0,0,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,desktop,28.57142857,0,16,0.857142857,Medium,,0.875,15.6,21.71428571,1.867687075,0.428571429,,,0,,,0,0,FALSE,FALSE,11/01/2025
12/01/2025,Sunday,1,2025,1,January,33,33,72,21,33,0,0.636363636,0.363636364,11,0,11,11,0.636363636,0.363636364,0,10,1,0,3,8,0,0,7,2,0,0,25,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,11,mobile,90.90909091,0,72,1.272727273,High,,0.458333333,40.2,20.85714286,1.645877139,0.285714286,,,0,,,0,0,FALSE,FALSE,12/01/2025
13/01/2025,Monday,0,2025,1,January,24,24,60,15,18,6,0.625,0.375,6,2,8,8,0.625,0.375,3,5,0,3,3,2,0,0,5,2,0,0,24,2,2,0,0,0.083333333,0.083333333,0,0,20,2,0,0,0,0,0,0,0,0,8,mobile,62.5,0,60,3.333333333,Medium,Low,0.4,30,23.14285714,1.836353329,0.571428571,,,0,,,0,0,FALSE,FALSE,13/01/2025
14/01/2025,Tuesday,0,2025,1,January,32,36,80,20,32,4,0.555555556,0.444444444,8,1,8,9,0.555555556,0.444444444,7,2,0,4,0,2,3,0,6,1,1,0,37,2,2,0,0,0.054054054,0.054054054,0,0,25,2,0,0,0,0,0,0,0,0,9,desktop,22.22222222,0,80,3.165165165,High,Low,0.4,40,24.28571429,1.947703455,0.714285714,,,0,,,0,0,FALSE,FALSE,14/01/2025
15/01/2025,Wednesday,0,2025,1,January,40,40,96,20,28,8,0.5,0.5,7,2,10,10,0.5,0.5,4,6,0,4,4,2,0,0,6,2,1,0,19,1,2,0,1,0.105263158,0.052631579,0,0.052631579,18,2,0,0,0,0,0,0,0,0,10,mobile,60,0,96,3.105263158,High,Low,0.416666667,49.6,25.71428571,2.162741049,1,,,0,,,0,0,FALSE,FALSE,15/01/2025
16/01/2025,Thursday,0,2025,1,January,40,40,68,28,36,4,0.7,0.3,9,1,10,10,0.7,0.3,6,4,0,5,0,4,0,1,6,0,2,1,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,desktop,40,0,68,1.4,High,,0.588235294,46.8,27.57142857,2.140518827,1,,,0,,,0,0,FALSE,FALSE,16/01/2025
17/01/2025,Friday,0,2025,1,January,27,27,45,18,24,3,0.666666667,0.333333333,8,1,9,9,0.666666667,0.333333333,1,7,1,0,4,4,1,0,6,2,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,mobile,77.77777778,0,45,1.333333333,Medium,,0.6,31.5,30,2.066709303,0.857142857,,,0,,,0,0,FALSE,FALSE,17/01/2025
18/01/2025,Saturday,1,2025,1,January,27,27,42,18,24,3,0.666666667,0.333333333,8,1,9,9,0.666666667,0.333333333,5,4,0,3,1,3,0,2,6,1,0,2,12,0,0,0,0,0,0,0,0,11,0,158,225,6,6,159,188,0,14,9,desktop,44.44444444,317,455,21.33333333,Medium,,0.059340659,72.5,31.85714286,4.991879371,0.857142857,19:00:00,19,1,19:00:00,19,1,2,FALSE,FALSE,18/01/2025
19/01/2025,Sunday,1,2025,1,January,6,6,14,4,4,0,0.666666667,0.333333333,2,0,3,3,0.666666667,0.333333333,1,2,0,0,1,1,1,0,2,0,0,0,14,1,1,0,0,0.071428571,0.071428571,0,0,13,1,0,0,0,0,0,0,0,0,3,mobile,66.66666667,0,14,2.404761905,Low,Low,0.428571429,7.4,28,5.153598604,1,,,0,,,0,0,FALSE,FALSE,19/01/2025
20/01/2025,Monday,0,2025,1,January,28,30,76,12,24,6,0.4,0.6,12,3,14,15,0.4,0.6,12,3,0,4,3,0,8,0,13,2,0,0,17,1,1,0,0,0.058823529,0.058823529,0,0,17,1,0,0,0,0,0,0,0,0,15,desktop,20,0,76,1.858823529,Medium,Low,0.368421053,35.6,28.57142857,4.942954346,0.857142857,,,0,,,0,0,FALSE,FALSE,20/01/2025
21/01/2025,Tuesday,0,2025,1,January,12,12,15,6,9,0,0.5,0.5,3,0,4,4,0.5,0.5,1,3,0,0,1,2,1,0,0,2,0,0,28,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,mobile,75,0,15,1,Medium,,0.8,13.5,25.71428571,4.633645037,0.571428571,,,0,,,0,0,FALSE,FALSE,21/01/2025
22/01/2025,Wednesday,0,2025,1,January,18,18,57,12,18,0,0.666666667,0.333333333,6,0,6,6,0.666666667,0.333333333,0,6,0,0,3,3,0,0,4,0,0,0,20,1,1,1,0,0.05,0.05,0.05,0,19,1,0,0,0,0,0,0,0,0,6,mobile,100,0,57,2.383333333,Medium,Low,0.315789474,23.7,22.57142857,4.530512205,0.428571429,,,0,,,0,0,FALSE,FALSE,22/01/2025
23/01/2025,Thursday,0,2025,1,January,28,32,72,24,28,4,0.75,0.25,7,1,7,8,0.75,0.25,3,5,0,2,4,1,1,0,2,4,0,0,27,1,1,0,0,0.037037037,0.037037037,0,0,23,1,0,0,0,0,0,0,0,0,8,mobile,62.5,0,72,2.537037037,Medium,Low,0.388888889,35.2,20.85714286,4.692946067,0.571428571,,,0,,,0,0,FALSE,FALSE,23/01/2025
24/01/2025,Friday,0,2025,1,January,48,51,99,27,42,3,0.529411765,0.470588235,14,1,16,17,0.529411765,0.470588235,10,7,0,5,3,4,4,1,13,3,0,0,15,0,0,0,0,0,0,0,0,14,0,141,204,6,6,178,258,0,11,17,desktop,41.17647059,319,561,18.05882353,High,,0.085561497,104.1,23.85714286,7.08230181,0.571428571,21:00:00,21,1,19:00:00,19,1,2,FALSE,FALSE,24/01/2025
25/01/2025,Saturday,1,2025,1,January,112,112,412,36,112,0,0.321428571,0.678571429,28,0,28,28,0.321428571,0.678571429,25,3,0,1,1,2,23,1,25,1,0,0,18,1,1,0,0,0.055555556,0.055555556,0,0,14,1,0,0,0,0,0,0,0,0,28,desktop,10.71428571,0,412,1.698412698,Very High,Low,0.27184466,153.2,36,4.277313147,0.714285714,,,0,,,0,0,FALSE,FALSE,25/01/2025
26/01/2025,Sunday,1,2025,1,January,10,10,18,7,9,1,0.7,0.3,9,1,10,10,0.7,0.3,8,1,1,4,2,0,4,0,10,0,0,0,16,1,1,0,0,0.0625,0.0625,0,0,14,1,0,0,0,0,0,0,0,0,10,desktop,10,0,18,2.4625,Low,Low,0.555555556,11.8,36.57142857,4.285561447,0.714285714,,,0,,,0,0,FALSE,FALSE,26/01/2025
27/01/2025,Monday,0,2025,1,January,18,21,45,21,15,6,1,0,5,2,6,7,1,0,4,3,0,2,2,1,1,1,5,1,0,0,18,1,1,0,0,0.055555556,0.055555556,0,0,17,1,86,137,5,5,119,142,0,9,7,desktop,42.85714286,205,324,17.05555556,Medium,Low,0.055555556,50.4,35.14285714,6.456523165,0.714285714,21:00:00,21,1,19:00:00,19,1,2,FALSE,FALSE,27/01/2025
28/01/2025,Tuesday,0,2025,1,January,57,63,417,51,51,6,0.80952381,0.190476191,17,2,19,21,0.80952381,0.190476191,20,1,0,16,0,1,4,0,15,3,3,0,18,3,3,0,1,0.222222222,0.166666667,0,0.055555556,14,4,0,0,0,0,0,0,0,0,21,desktop,4.761904762,0,417,5.841269841,High,Low,0.136690648,98.7,41.57142857,7.148133142,1.285714286,,,0,,,0,0,FALSE,FALSE,28/01/2025
29/01/2025,Wednesday,0,2025,1,January,48,48,100,28,32,8,0.583333333,0.416666667,8,2,12,12,0.583333333,0.416666667,9,3,0,6,1,1,3,1,6,4,1,1,19,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,12,desktop,25,0,100,1.166666667,High,,0.48,58,45.85714286,6.974323618,1.142857143,,,0,,,0,0,FALSE,FALSE,29/01/2025
30/01/2025,Thursday,0,2025,1,January,27,27,105,18,18,3,0.666666667,0.333333333,6,1,9,9,0.666666667,0.333333333,5,4,0,4,2,2,1,0,5,3,0,0,17,1,1,0,0,0.058823529,0.058823529,0,0,13,1,0,0,0,0,0,0,0,0,9,desktop,44.44444444,0,105,2.392156863,Medium,Low,0.257142857,37.5,45.71428571,6.953626451,1.142857143,,,0,,,0,0,FALSE,FALSE,30/01/2025
31/01/2025,Friday,0,2025,1,January,21,21,24,9,18,0,0.428571429,0.571428571,6,0,7,7,0.428571429,0.571428571,4,3,0,3,1,2,1,0,3,2,0,0,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,24,0.857142857,Medium,,0.875,23.4,41.85714286,4.496243497,1.142857143,,,0,,,0,0,FALSE,FALSE,31/01/2025
01/02/2025,Saturday,1,2025,2,February,33,42,54,12,30,3,0.285714286,0.714285714,10,1,11,14,0.285714286,0.714285714,8,6,0,0,4,2,8,0,6,7,0,0,20,2,2,0,0,0.1,0.1,0,0,17,2,0,0,0,0,0,0,0,0,14,desktop,42.85714286,0,54,2.671428571,High,Low,0.611111111,38.4,30.57142857,4.635245765,1.285714286,,,0,,,0,0,FALSE,FALSE,01/02/2025
02/02/2025,Sunday,1,2025,2,February,10,10,20,10,10,0,1,0,5,0,5,5,1,0,3,2,0,0,0,2,3,0,3,2,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,desktop,40,0,20,2,Low,,0.5,12,30.57142857,4.569174336,1.142857143,,,0,,,0,0,FALSE,FALSE,02/02/2025
03/02/2025,Monday,0,2025,2,February,20,20,36,12,16,4,0.6,0.4,4,1,5,5,0.6,0.4,3,2,0,2,1,1,1,0,1,2,1,0,27,1,1,0,1,0.074074074,0.037037037,0,0.037037037,24,2,0,0,0,0,0,0,0,0,5,desktop,40,0,36,3.274074074,Medium,Low,0.555555556,23.6,30.85714286,2.600391268,1.285714286,,,0,,,0,0,FALSE,FALSE,03/02/2025
04/02/2025,Tuesday,0,2025,2,February,18,18,27,9,15,0,0.5,0.5,5,0,6,6,0.5,0.5,5,1,0,3,0,1,1,1,4,0,1,0,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,desktop,16.66666667,0,27,1,Medium,,0.666666667,20.7,25.28571429,1.90878129,0.714285714,,,0,,,0,0,FALSE,FALSE,04/02/2025
05/02/2025,Wednesday,0,2025,2,February,18,20,36,16,14,4,0.8,0.2,7,2,9,10,0.8,0.2,6,4,0,5,3,1,1,0,8,2,0,0,14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,desktop,40,0,36,1.6,Medium,,0.5,21.6,21,1.970686052,0.714285714,,,0,,,0,0,FALSE,FALSE,05/02/2025
06/02/2025,Thursday,0,2025,2,February,21,21,48,21,21,0,1,0,7,0,7,7,1,0,4,3,0,2,1,2,2,0,5,1,0,1,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,desktop,42.85714286,0,48,2,Medium,,0.4375,25.8,20.14285714,1.914663643,0.571428571,,,0,,,0,0,FALSE,FALSE,06/02/2025
07/02/2025,Friday,0,2025,2,February,24,30,87,21,24,6,0.7,0.3,8,2,8,10,0.7,0.3,6,4,0,3,3,1,3,0,5,4,0,1,16,1,1,0,0,0.0625,0.0625,0,0,12,1,0,0,0,0,0,0,0,0,10,desktop,40,0,87,2.4625,Medium,Low,0.275862069,32.7,20.57142857,2.144000378,0.714285714,,,0,,,0,0,FALSE,FALSE,07/02/2025
08/02/2025,Saturday,1,2025,2,February,32,36,104,32,28,4,0.888888889,0.111111111,7,1,8,9,0.888888889,0.111111111,4,5,0,2,3,2,0,2,6,1,0,1,11,0,0,0,0,0,0,0,0,9,0,142,209,5,5,127,158,0,12,9,mobile,55.55555556,269,471,18.77777778,High,,0.067940552,79.1,20.42857143,4.444907407,0.428571429,21:00:00,21,1,19:00:00,19,1,2,FALSE,FALSE,08/02/2025
09/02/2025,Sunday,1,2025,2,February,28,28,52,12,24,4,0.428571429,0.571428571,6,1,7,7,0.428571429,0.571428571,2,5,0,1,3,2,1,0,4,1,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,mobile,71.42857143,0,52,0.857142857,Medium,,0.538461539,33.2,23,4.281642101,0.428571429,,,0,,,0,0,FALSE,FALSE,09/02/2025
10/02/2025,Monday,0,2025,2,February,70,70,115,20,60,5,0.285714286,0.714285714,12,1,14,14,0.285714286,0.714285714,9,5,0,2,3,2,0,7,2,3,7,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,desktop,35.71428571,0,115,0.571428571,High,,0.608695652,81.5,30.14285714,3.895549887,0.142857143,,,0,,,0,0,FALSE,FALSE,10/02/2025
